CustomerID,Product,Category,Quantity,Price,Rating,TotalAmount,Date,City,PaymentMethod,Month,DayOfWeek,Hour,Year
1272,Tablet,Electronics,2,27669.04,4,55338.09,2022-04-09 13:00:00,Hyderabad,COD,4,5,13,2022
1622,Webcam,Electronics,3,2310.15,4,6930.44,2022-04-09 14:00:00,Mumbai,UPI,4,5,14,2022
1931,Monitor,Electronics,5,20415.08,4,102075.38,2022-04-09 15:00:00,Bangalore,Card,4,5,15,2022
1837,Jacket,Clothing,2,3630.78,2,7261.57,2022-04-09 16:00:00,Chennai,COD,4,5,16,2022
1847,Keyboard,Electronics,4,2189.3,3,8757.21,2022-04-09 17:00:00,Chennai,NetBanking,4,5,17,2022
1348,Shoes,Clothing,4,3297.28,3,13189.12,2022-04-09 18:00:00,Delhi,NetBanking,4,5,18,2022
1483,Sunglasses,Accessories,1,1394.83,5,1394.83,2022-04-09 19:00:00,Chennai,Card,4,5,19,2022
1549,Pen,Stationery,3,49.27,4,147.82,2022-04-09 20:00:00,Chennai,NetBanking,4,5,20,2022
1356,Tablet,Electronics,2,31608.46,3,63216.91,2022-04-09 21:00:00,Hyderabad,NetBanking,4,5,21,2022
1751,Keyboard,Electronics,1,2182.03,4,2182.03,2022-04-09 22:00:00,Bangalore,UPI,4,5,22,2022
1317,Jacket,Clothing,3,4313.06,3,12939.17,2022-04-09 23:00:00,Chennai,Card,4,5,23,2022
1632,Headphones,Electronics,4,2852.85,3,11411.41,2022-04-10 00:00:00,Bangalore,NetBanking,4,6,0,2022
1047,Mouse,Electronics,2,917.04,5,1834.08,2022-04-10 01:00:00,Chennai,UPI,4,6,1,2022
1009,Book,Stationery,5,287.32,5,1436.62,2022-04-10 02:00:00,Delhi,UPI,4,6,2,2022
1232,Sunglasses,Accessories,4,1481.17,2,5924.68,2022-04-10 03:00:00,Delhi,UPI,4,6,3,2022
1035,Keyboard,Electronics,5,1943.98,5,9719.88,2022-04-10 04:00:00,Bangalore,NetBanking,4,6,4,2022
1412,Phone,Electronics,5,52738.69,4,263693.46,2022-04-10 05:00:00,Bangalore,NetBanking,4,6,5,2022
1461,Notebook,Stationery,2,190.31,4,380.62,2022-04-10 06:00:00,Bangalore,Card,4,6,6,2022
1003,Backpack,Accessories,2,2143.45,4,4286.91,2022-04-10 07:00:00,Bangalore,NetBanking,4,6,7,2022
1043,Backpack,Accessories,5,1890.25,3,9451.27,2022-04-10 08:00:00,Mumbai,Card,4,6,8,2022
1567,Pen,Stationery,1,48.61,1,48.61,2022-04-10 09:00:00,Delhi,NetBanking,4,6,9,2022
1553,Jacket,Clothing,5,3958.25,3,19791.24,2022-04-10 10:00:00,Chennai,UPI,4,6,10,2022
1254,Backpack,Accessories,5,1916.49,3,9582.44,2022-04-10 11:00:00,Mumbai,NetBanking,4,6,11,2022
1739,Shoes,Clothing,2,3159.82,1,6319.65,2022-04-10 12:00:00,Bangalore,UPI,4,6,12,2022
1113,Jeans,Clothing,3,1472.86,3,4418.59,2022-04-10 13:00:00,Chennai,UPI,4,6,13,2022
1748,Monitor,Electronics,4,21548.1,4,86192.41,2022-04-10 14:00:00,Delhi,UPI,4,6,14,2022
1396,Keyboard,Electronics,2,2185.44,5,4370.87,2022-04-10 15:00:00,Bangalore,Card,4,6,15,2022
1173,Backpack,Accessories,1,2143.92,3,2143.92,2022-04-10 16:00:00,Hyderabad,NetBanking,4,6,16,2022
1254,Book,Stationery,4,301.36,3,1205.43,2022-04-10 17:00:00,Bangalore,Card,4,6,17,2022
1465,Shoes,Clothing,2,3005.89,3,6011.77,2022-04-10 18:00:00,Chennai,UPI,4,6,18,2022
1928,Keyboard,Electronics,2,1886.35,5,3772.7,2022-04-10 19:00:00,Delhi,COD,4,6,19,2022
1276,Pen,Stationery,3,50.92,3,152.77,2022-04-10 20:00:00,Bangalore,UPI,4,6,20,2022
1463,Laptop,Electronics,1,87243.61,5,87243.61,2022-04-10 21:00:00,Delhi,COD,4,6,21,2022
1846,Notebook,Stationery,1,183.22,4,183.22,2022-04-10 22:00:00,Mumbai,COD,4,6,22,2022
1501,Sunglasses,Accessories,2,1575.74,5,3151.47,2022-04-10 23:00:00,Hyderabad,Card,4,6,23,2022
1440,Pen,Stationery,3,53.7,4,161.09,2022-04-11 00:00:00,Mumbai,UPI,4,0,0,2022
1068,Watch,Accessories,2,5486.7,3,10973.41,2022-04-11 01:00:00,Hyderabad,Card,4,0,1,2022
1508,T-Shirt,Clothing,5,483.48,4,2417.38,2022-04-11 02:00:00,Mumbai,NetBanking,4,0,2,2022
1325,Shoes,Clothing,5,2913.34,4,14566.72,2022-04-11 03:00:00,Delhi,Card,4,0,3,2022
1741,Laptop,Electronics,3,75676.4,4,227029.21,2022-04-11 04:00:00,Delhi,UPI,4,0,4,2022
1066,Pen,Stationery,2,52.89,4,105.78,2022-04-11 05:00:00,Mumbai,NetBanking,4,0,5,2022
1303,Monitor,Electronics,3,18560.16,1,55680.48,2022-04-11 06:00:00,Chennai,Card,4,0,6,2022
1971,Keyboard,Electronics,2,1907.11,4,3814.21,2022-04-11 07:00:00,Mumbai,UPI,4,0,7,2022
1483,Sunglasses,Accessories,2,1438.58,5,2877.16,2022-04-11 08:00:00,Bangalore,COD,4,0,8,2022
1928,Book,Stationery,5,292.5,5,1462.48,2022-04-11 09:00:00,Chennai,COD,4,0,9,2022
1547,Watch,Accessories,4,4921.66,4,19686.66,2022-04-11 10:00:00,Delhi,UPI,4,0,10,2022
1416,Watch,Accessories,1,5059.02,1,5059.02,2022-04-11 11:00:00,Mumbai,UPI,4,0,11,2022
1158,Monitor,Electronics,1,21793.49,2,21793.49,2022-04-11 12:00:00,Chennai,Card,4,0,12,2022
1148,Watch,Accessories,3,4747.28,5,14241.84,2022-04-11 13:00:00,Bangalore,UPI,4,0,13,2022
1026,Jacket,Clothing,1,4223.38,5,4223.38,2022-04-11 14:00:00,Hyderabad,UPI,4,0,14,2022
1986,T-Shirt,Clothing,5,517.64,5,2588.2,2022-04-11 15:00:00,Delhi,NetBanking,4,0,15,2022
1583,Tablet,Electronics,4,27696.3,4,110785.21,2022-04-11 16:00:00,Chennai,COD,4,0,16,2022
1247,Speaker,Electronics,2,4248.3,5,8496.6,2022-04-11 17:00:00,Chennai,UPI,4,0,17,2022
1100,Book,Stationery,2,275.44,5,550.87,2022-04-11 18:00:00,Chennai,NetBanking,4,0,18,2022
1701,Mouse,Electronics,5,1047.79,4,5238.93,2022-04-11 19:00:00,Mumbai,UPI,4,0,19,2022
1095,Sunglasses,Accessories,1,1564.74,5,1564.74,2022-04-11 20:00:00,Delhi,UPI,4,0,20,2022
1383,Webcam,Electronics,2,2594.7,2,5189.4,2022-04-11 21:00:00,Delhi,UPI,4,0,21,2022
1281,Notebook,Stationery,1,191.07,4,191.07,2022-04-11 22:00:00,Mumbai,UPI,4,0,22,2022
1321,Headphones,Electronics,5,3044.02,5,15220.1,2022-04-11 23:00:00,Mumbai,Card,4,0,23,2022
1395,Shoes,Clothing,2,3156.95,3,6313.89,2022-04-12 00:00:00,Mumbai,NetBanking,4,1,0,2022
1277,T-Shirt,Clothing,3,513.76,5,1541.28,2022-04-12 01:00:00,Bangalore,Card,4,1,1,2022
1528,Pen,Stationery,4,53.04,3,212.17,2022-04-12 02:00:00,Chennai,Card,4,1,2,2022
1262,Shoes,Clothing,1,3112.73,5,3112.73,2022-04-12 03:00:00,Bangalore,UPI,4,1,3,2022
1618,Monitor,Electronics,1,19097.8,4,19097.8,2022-04-12 04:00:00,Delhi,NetBanking,4,1,4,2022
1579,Pen,Stationery,1,46.53,5,46.53,2022-04-12 05:00:00,Mumbai,UPI,4,1,5,2022
1639,Shoes,Clothing,1,3079.19,5,3079.19,2022-04-12 06:00:00,Chennai,UPI,4,1,6,2022
1292,Backpack,Accessories,5,2103.9,4,10519.52,2022-04-12 07:00:00,Hyderabad,UPI,4,1,7,2022
1293,Backpack,Accessories,5,1856.93,1,9284.65,2022-04-12 08:00:00,Chennai,UPI,4,1,8,2022
1607,Webcam,Electronics,5,2337.41,5,11687.05,2022-04-12 09:00:00,Hyderabad,Card,4,1,9,2022
1394,Headphones,Electronics,5,2707.24,4,13536.21,2022-04-12 10:00:00,Chennai,UPI,4,1,10,2022
1512,Jacket,Clothing,2,4025.4,4,8050.8,2022-04-12 11:00:00,Mumbai,NetBanking,4,1,11,2022
1920,Backpack,Accessories,5,2016.92,2,10084.58,2022-04-12 12:00:00,Hyderabad,COD,4,1,12,2022
1809,Mouse,Electronics,2,1000.02,5,2000.03,2022-04-12 13:00:00,Hyderabad,UPI,4,1,13,2022
1179,Mouse,Electronics,3,963.2,4,2889.61,2022-04-12 14:00:00,Delhi,Card,4,1,14,2022
1919,Sunglasses,Accessories,5,1478.34,5,7391.72,2022-04-12 15:00:00,Chennai,Card,4,1,15,2022
1692,Pen,Stationery,3,52.66,5,157.99,2022-04-12 16:00:00,Bangalore,COD,4,1,16,2022
1234,Webcam,Electronics,5,2340.9,2,11704.49,2022-04-12 17:00:00,Bangalore,UPI,4,1,17,2022
1951,Mouse,Electronics,3,940.31,4,2820.93,2022-04-12 18:00:00,Delhi,Card,4,1,18,2022
1830,Keyboard,Electronics,4,2066.79,5,8267.17,2022-04-12 19:00:00,Delhi,UPI,4,1,19,2022
1336,Monitor,Electronics,3,21467.6,5,64402.81,2022-04-12 20:00:00,Delhi,Card,4,1,20,2022
1007,Keyboard,Electronics,2,1936.16,4,3872.31,2022-04-12 21:00:00,Mumbai,UPI,4,1,21,2022
1442,Tablet,Electronics,1,32596.47,5,32596.47,2022-04-12 22:00:00,Mumbai,UPI,4,1,22,2022
1940,Tablet,Electronics,3,27346.06,3,82038.17,2022-04-12 23:00:00,Mumbai,UPI,4,1,23,2022
1538,Notebook,Stationery,1,184.74,4,184.74,2022-04-13 00:00:00,Mumbai,UPI,4,2,0,2022
1819,Headphones,Electronics,4,2975.98,5,11903.9,2022-04-13 01:00:00,Delhi,UPI,4,2,1,2022
1657,Laptop,Electronics,4,83575.76,3,334303.05,2022-04-13 02:00:00,Delhi,Card,4,2,2,2022
1090,Keyboard,Electronics,2,1948.33,4,3896.67,2022-04-13 03:00:00,Mumbai,Card,4,2,3,2022
1853,Monitor,Electronics,2,20218.99,5,40437.98,2022-04-13 04:00:00,Mumbai,Card,4,2,4,2022
1271,Speaker,Electronics,3,3622.86,4,10868.57,2022-04-13 05:00:00,Hyderabad,UPI,4,2,5,2022
1833,Jacket,Clothing,5,3969.47,3,19847.34,2022-04-13 06:00:00,Chennai,UPI,4,2,6,2022
1004,Jeans,Clothing,4,1422.77,4,5691.09,2022-04-13 07:00:00,Hyderabad,NetBanking,4,2,7,2022
1593,Sunglasses,Accessories,1,1504.91,4,1504.91,2022-04-13 08:00:00,Chennai,UPI,4,2,8,2022
1898,Keyboard,Electronics,5,2010.33,4,10051.67,2022-04-13 09:00:00,Mumbai,COD,4,2,9,2022
1218,Jeans,Clothing,4,1575.95,5,6303.79,2022-04-13 10:00:00,Mumbai,NetBanking,4,2,10,2022
1117,Webcam,Electronics,3,2519.92,3,7559.76,2022-04-13 11:00:00,Mumbai,UPI,4,2,11,2022
1592,Tablet,Electronics,4,30685.62,5,122742.46,2022-04-13 12:00:00,Hyderabad,NetBanking,4,2,12,2022
1975,Headphones,Electronics,2,3017.79,5,6035.58,2022-04-13 13:00:00,Delhi,Card,4,2,13,2022
1581,Jacket,Clothing,1,4392.3,5,4392.3,2022-04-13 14:00:00,Chennai,Card,4,2,14,2022
1114,Webcam,Electronics,1,2645.81,4,2645.81,2022-04-13 15:00:00,Hyderabad,NetBanking,4,2,15,2022
1262,Book,Stationery,2,315.34,4,630.68,2022-04-13 16:00:00,Mumbai,Card,4,2,16,2022
1305,Book,Stationery,5,307.64,4,1538.18,2022-04-13 17:00:00,Delhi,NetBanking,4,2,17,2022
1653,Webcam,Electronics,2,2514.19,5,5028.37,2022-04-13 18:00:00,Hyderabad,Card,4,2,18,2022
1421,Shoes,Clothing,1,2906.85,4,2906.85,2022-04-13 19:00:00,Chennai,NetBanking,4,2,19,2022
1999,Monitor,Electronics,3,21135.87,3,63407.62,2022-04-13 20:00:00,Mumbai,Card,4,2,20,2022
1206,Jeans,Clothing,5,1406.88,4,7034.41,2022-04-13 21:00:00,Chennai,UPI,4,2,21,2022
1622,Speaker,Electronics,4,3629.24,5,14516.96,2022-04-13 22:00:00,Mumbai,UPI,4,2,22,2022
1302,Shoes,Clothing,3,3118.9,2,9356.71,2022-04-13 23:00:00,Mumbai,COD,4,2,23,2022
1111,Keyboard,Electronics,5,1857.94,5,9289.7,2022-04-14 00:00:00,Bangalore,UPI,4,3,0,2022
1416,T-Shirt,Clothing,1,540.38,2,540.38,2022-04-14 01:00:00,Chennai,Card,4,3,1,2022
1554,Sunglasses,Accessories,1,1581.2,4,1581.2,2022-04-14 02:00:00,Delhi,UPI,4,3,2,2022
1858,Notebook,Stationery,3,204.09,4,612.27,2022-04-14 03:00:00,Mumbai,UPI,4,3,3,2022
1284,T-Shirt,Clothing,5,481.39,2,2406.96,2022-04-14 04:00:00,Delhi,UPI,4,3,4,2022
1639,Keyboard,Electronics,4,2055.18,5,8220.71,2022-04-14 05:00:00,Hyderabad,UPI,4,3,5,2022
1184,Notebook,Stationery,4,199.07,4,796.3,2022-04-14 06:00:00,Mumbai,Card,4,3,6,2022
1740,Laptop,Electronics,2,76658.38,2,153316.75,2022-04-14 07:00:00,Mumbai,NetBanking,4,3,7,2022
1900,Tablet,Electronics,3,32670.47,5,98011.42,2022-04-14 08:00:00,Mumbai,Card,4,3,8,2022
1220,Monitor,Electronics,5,18647.56,4,93237.79,2022-04-14 09:00:00,Delhi,Card,4,3,9,2022
1863,Watch,Accessories,3,5253.38,5,15760.15,2022-04-14 10:00:00,Bangalore,Card,4,3,10,2022
1443,Notebook,Stationery,4,212.0,4,848.01,2022-04-14 11:00:00,Chennai,NetBanking,4,3,11,2022
1116,T-Shirt,Clothing,5,545.18,3,2725.9,2022-04-14 12:00:00,Mumbai,Card,4,3,12,2022
1069,Sunglasses,Accessories,1,1514.82,2,1514.82,2022-04-14 13:00:00,Chennai,UPI,4,3,13,2022
1897,Watch,Accessories,1,5034.88,5,5034.88,2022-04-14 14:00:00,Chennai,Card,4,3,14,2022
1069,Book,Stationery,5,325.22,4,1626.09,2022-04-14 15:00:00,Chennai,NetBanking,4,3,15,2022
1621,Tablet,Electronics,3,31806.56,5,95419.68,2022-04-14 16:00:00,Delhi,NetBanking,4,3,16,2022
1426,Webcam,Electronics,3,2631.82,5,7895.45,2022-04-14 17:00:00,Chennai,COD,4,3,17,2022
1643,Jeans,Clothing,1,1586.74,5,1586.74,2022-04-14 18:00:00,Hyderabad,UPI,4,3,18,2022
1567,Jacket,Clothing,1,3994.54,5,3994.54,2022-04-14 19:00:00,Delhi,COD,4,3,19,2022
1988,Mouse,Electronics,4,908.28,4,3633.13,2022-04-14 20:00:00,Delhi,UPI,4,3,20,2022
1442,Notebook,Stationery,5,187.93,3,939.65,2022-04-14 21:00:00,Hyderabad,UPI,4,3,21,2022
1600,Mouse,Electronics,3,1028.6,3,3085.8,2022-04-14 22:00:00,Bangalore,Card,4,3,22,2022
1136,Headphones,Electronics,4,2937.7,3,11750.8,2022-04-14 23:00:00,Bangalore,UPI,4,3,23,2022
1503,Mouse,Electronics,3,1021.35,4,3064.06,2022-04-15 00:00:00,Mumbai,Card,4,4,0,2022
1130,Pen,Stationery,1,50.52,2,50.52,2022-04-15 01:00:00,Bangalore,COD,4,4,1,2022
1217,Backpack,Accessories,5,1975.46,3,9877.32,2022-04-15 02:00:00,Mumbai,COD,4,4,2,2022
1687,Backpack,Accessories,2,1893.89,3,3787.78,2022-04-15 03:00:00,Chennai,Card,4,4,3,2022
1170,Jeans,Clothing,5,1565.69,1,7828.44,2022-04-15 04:00:00,Mumbai,Card,4,4,4,2022
1474,Speaker,Electronics,2,4327.24,4,8654.47,2022-04-15 05:00:00,Bangalore,COD,4,4,5,2022
1611,Laptop,Electronics,4,84319.42,2,337277.68,2022-04-15 06:00:00,Mumbai,Card,4,4,6,2022
1991,Notebook,Stationery,2,184.8,4,369.6,2022-04-15 07:00:00,Delhi,COD,4,4,7,2022
1128,Keyboard,Electronics,2,2015.18,3,4030.36,2022-04-15 08:00:00,Bangalore,COD,4,4,8,2022
1056,Webcam,Electronics,4,2667.68,5,10670.73,2022-04-15 09:00:00,Mumbai,UPI,4,4,9,2022
1180,Tablet,Electronics,5,30545.89,2,152729.45,2022-04-15 10:00:00,Bangalore,UPI,4,4,10,2022
1245,Laptop,Electronics,4,79033.11,5,316132.43,2022-04-15 11:00:00,Hyderabad,Card,4,4,11,2022
1143,Pen,Stationery,1,47.85,4,47.85,2022-04-15 12:00:00,Bangalore,NetBanking,4,4,12,2022
1050,Phone,Electronics,1,48303.91,4,48303.91,2022-04-15 13:00:00,Hyderabad,NetBanking,4,4,13,2022
1367,T-Shirt,Clothing,2,474.22,4,948.43,2022-04-15 14:00:00,Mumbai,Card,4,4,14,2022
1458,Speaker,Electronics,4,3756.58,4,15026.32,2022-04-15 15:00:00,Hyderabad,UPI,4,4,15,2022
1217,Tablet,Electronics,4,30533.19,2,122132.76,2022-04-15 16:00:00,Bangalore,UPI,4,4,16,2022
1615,Pen,Stationery,4,50.09,5,200.38,2022-04-15 17:00:00,Delhi,COD,4,4,17,2022
1894,Pen,Stationery,5,52.35,5,261.74,2022-04-15 18:00:00,Hyderabad,Card,4,4,18,2022
1566,Phone,Electronics,3,48079.3,5,144237.89,2022-04-15 19:00:00,Bangalore,Card,4,4,19,2022
1256,Monitor,Electronics,3,19843.3,4,59529.89,2022-04-15 20:00:00,Delhi,COD,4,4,20,2022
1857,Jacket,Clothing,3,4144.3,4,12432.89,2022-04-15 21:00:00,Chennai,NetBanking,4,4,21,2022
1155,Monitor,Electronics,5,21852.94,4,109264.68,2022-04-15 22:00:00,Hyderabad,Card,4,4,22,2022
1564,Phone,Electronics,4,48488.7,4,193954.82,2022-04-15 23:00:00,Hyderabad,Card,4,4,23,2022
1441,Laptop,Electronics,3,76771.34,5,230314.03,2022-04-16 00:00:00,Mumbai,NetBanking,4,5,0,2022
1840,Webcam,Electronics,4,2474.64,4,9898.58,2022-04-16 01:00:00,Chennai,UPI,4,5,1,2022
1955,Mouse,Electronics,2,1044.77,5,2089.55,2022-04-16 02:00:00,Mumbai,Card,4,5,2,2022
1698,Phone,Electronics,3,54615.5,3,163846.51,2022-04-16 03:00:00,Mumbai,UPI,4,5,3,2022
1875,Book,Stationery,2,302.19,4,604.38,2022-04-16 04:00:00,Bangalore,NetBanking,4,5,4,2022
1661,Phone,Electronics,5,53124.4,5,265622.01,2022-04-16 05:00:00,Mumbai,COD,4,5,5,2022
1775,Webcam,Electronics,1,2482.2,5,2482.2,2022-04-16 06:00:00,Hyderabad,COD,4,5,6,2022
1761,Phone,Electronics,5,45398.57,4,226992.86,2022-04-16 07:00:00,Mumbai,UPI,4,5,7,2022
1944,Book,Stationery,5,323.65,3,1618.26,2022-04-16 08:00:00,Delhi,Card,4,5,8,2022
1809,Book,Stationery,5,287.39,3,1436.96,2022-04-16 09:00:00,Hyderabad,UPI,4,5,9,2022
1922,Backpack,Accessories,3,1855.47,2,5566.4,2022-04-16 10:00:00,Bangalore,UPI,4,5,10,2022
1934,Tablet,Electronics,2,32976.97,5,65953.94,2022-04-16 11:00:00,Mumbai,Card,4,5,11,2022
1722,Jeans,Clothing,3,1454.22,4,4362.66,2022-04-16 12:00:00,Delhi,NetBanking,4,5,12,2022
1024,Watch,Accessories,1,4636.54,4,4636.54,2022-04-16 13:00:00,Delhi,UPI,4,5,13,2022
1805,Charger,Electronics,5,769.85,4,3849.23,2022-04-16 14:00:00,Hyderabad,UPI,4,5,14,2022
1852,Monitor,Electronics,4,20055.35,4,80221.4,2022-04-16 15:00:00,Mumbai,Card,4,5,15,2022
1663,Webcam,Electronics,1,2293.98,4,2293.98,2022-04-16 16:00:00,Delhi,UPI,4,5,16,2022
1535,Headphones,Electronics,2,2911.57,5,5823.15,2022-04-16 17:00:00,Mumbai,UPI,4,5,17,2022
1763,Backpack,Accessories,1,2067.54,1,2067.54,2022-04-16 18:00:00,Hyderabad,Card,4,5,18,2022
1059,Pen,Stationery,3,54.16,5,162.48,2022-04-16 19:00:00,Chennai,Card,4,5,19,2022
1466,Tablet,Electronics,4,29384.63,4,117538.5,2022-04-16 20:00:00,Delhi,Card,4,5,20,2022
1433,Sunglasses,Accessories,3,1519.37,5,4558.11,2022-04-16 21:00:00,Bangalore,UPI,4,5,21,2022
1878,Keyboard,Electronics,5,2054.42,5,10272.12,2022-04-16 22:00:00,Mumbai,UPI,4,5,22,2022
1065,Jacket,Clothing,5,3656.6,3,18283.01,2022-04-16 23:00:00,Hyderabad,UPI,4,5,23,2022
1909,Sunglasses,Accessories,1,1452.67,2,1452.67,2022-04-17 00:00:00,Hyderabad,UPI,4,6,0,2022
1564,Watch,Accessories,5,5184.25,3,25921.27,2022-04-17 01:00:00,Bangalore,UPI,4,6,1,2022
1927,Charger,Electronics,5,837.71,3,4188.53,2022-04-17 02:00:00,Chennai,NetBanking,4,6,2,2022
1105,Watch,Accessories,2,4855.95,5,9711.9,2022-04-17 03:00:00,Mumbai,UPI,4,6,3,2022
1095,Sunglasses,Accessories,2,1352.02,2,2704.04,2022-04-17 04:00:00,Chennai,UPI,4,6,4,2022
1987,Jacket,Clothing,3,3605.49,2,10816.48,2022-04-17 05:00:00,Hyderabad,UPI,4,6,5,2022
1687,Speaker,Electronics,3,4030.5,4,12091.49,2022-04-17 06:00:00,Delhi,Card,4,6,6,2022
1550,Charger,Electronics,2,808.24,4,1616.48,2022-04-17 07:00:00,Chennai,UPI,4,6,7,2022
1167,Pen,Stationery,1,50.56,4,50.56,2022-04-17 08:00:00,Delhi,UPI,4,6,8,2022
1041,Phone,Electronics,2,52217.53,4,104435.06,2022-04-17 09:00:00,Bangalore,UPI,4,6,9,2022
1878,Headphones,Electronics,3,3252.76,5,9758.28,2022-04-17 10:00:00,Hyderabad,COD,4,6,10,2022
1103,Charger,Electronics,4,878.43,2,3513.71,2022-04-17 11:00:00,Delhi,COD,4,6,11,2022
1844,Jeans,Clothing,5,1560.32,4,7801.6,2022-04-17 12:00:00,Mumbai,NetBanking,4,6,12,2022
1203,Laptop,Electronics,4,80223.98,5,320895.92,2022-04-17 13:00:00,Hyderabad,UPI,4,6,13,2022
1519,Webcam,Electronics,4,2320.5,4,9281.99,2022-04-17 14:00:00,Bangalore,UPI,4,6,14,2022
1974,Sunglasses,Accessories,5,1465.25,5,7326.26,2022-04-17 15:00:00,Mumbai,Card,4,6,15,2022
1281,Headphones,Electronics,2,3043.47,5,6086.95,2022-04-17 16:00:00,Hyderabad,UPI,4,6,16,2022
1907,Monitor,Electronics,1,21999.23,5,21999.23,2022-04-17 17:00:00,Chennai,Card,4,6,17,2022
1042,Tablet,Electronics,4,27761.89,4,111047.56,2022-04-17 18:00:00,Hyderabad,Card,4,6,18,2022
1946,Sunglasses,Accessories,1,1587.92,5,1587.92,2022-04-17 19:00:00,Mumbai,Card,4,6,19,2022
1109,Notebook,Stationery,3,219.96,5,659.87,2022-04-17 20:00:00,Delhi,Card,4,6,20,2022
1986,T-Shirt,Clothing,4,530.53,5,2122.12,2022-04-17 21:00:00,Delhi,UPI,4,6,21,2022
1209,Backpack,Accessories,3,2106.86,4,6320.57,2022-04-17 22:00:00,Hyderabad,NetBanking,4,6,22,2022
1748,Mouse,Electronics,2,951.74,3,1903.47,2022-04-17 23:00:00,Hyderabad,NetBanking,4,6,23,2022
1867,Backpack,Accessories,4,1801.35,3,7205.38,2022-04-18 00:00:00,Bangalore,Card,4,0,0,2022
1830,T-Shirt,Clothing,3,472.6,3,1417.8,2022-04-18 01:00:00,Chennai,UPI,4,0,1,2022
1048,Jeans,Clothing,3,1586.94,4,4760.82,2022-04-18 02:00:00,Bangalore,NetBanking,4,0,2,2022
1114,Webcam,Electronics,2,2303.64,4,4607.28,2022-04-18 03:00:00,Bangalore,COD,4,0,3,2022
1154,Charger,Electronics,1,767.38,5,767.38,2022-04-18 04:00:00,Delhi,Card,4,0,4,2022
1648,Speaker,Electronics,1,4050.0,5,4050.0,2022-04-18 05:00:00,Delhi,Card,4,0,5,2022
1502,Keyboard,Electronics,4,2031.92,5,8127.7,2022-04-18 06:00:00,Mumbai,NetBanking,4,0,6,2022
1678,Mouse,Electronics,2,1008.6,5,2017.2,2022-04-18 07:00:00,Bangalore,Card,4,0,7,2022
1832,Charger,Electronics,4,876.94,5,3507.77,2022-04-18 08:00:00,Mumbai,NetBanking,4,0,8,2022
1710,Speaker,Electronics,1,3609.83,5,3609.83,2022-04-18 09:00:00,Hyderabad,NetBanking,4,0,9,2022
1985,Watch,Accessories,2,4987.6,2,9975.2,2022-04-18 10:00:00,Mumbai,NetBanking,4,0,10,2022
1070,Watch,Accessories,5,5004.42,4,25022.1,2022-04-18 11:00:00,Delhi,Card,4,0,11,2022
1518,Book,Stationery,2,287.6,4,575.2,2022-04-18 12:00:00,Bangalore,UPI,4,0,12,2022
1711,Jacket,Clothing,2,4020.06,2,8040.11,2022-04-18 13:00:00,Delhi,Card,4,0,13,2022
1335,Charger,Electronics,5,827.72,5,4138.62,2022-04-18 14:00:00,Hyderabad,UPI,4,0,14,2022
1066,Notebook,Stationery,3,206.91,2,620.73,2022-04-18 15:00:00,Chennai,Card,4,0,15,2022
1492,Webcam,Electronics,3,2293.93,4,6881.79,2022-04-18 16:00:00,Bangalore,NetBanking,4,0,16,2022
1649,Sunglasses,Accessories,3,1590.74,2,4772.21,2022-04-18 17:00:00,Delhi,Card,4,0,17,2022
1753,Monitor,Electronics,1,21722.84,4,21722.84,2022-04-18 18:00:00,Chennai,UPI,4,0,18,2022
1966,Jeans,Clothing,2,1387.08,4,2774.17,2022-04-18 19:00:00,Hyderabad,UPI,4,0,19,2022
1212,Phone,Electronics,5,49166.4,5,245832.01,2022-04-18 20:00:00,Chennai,UPI,4,0,20,2022
1180,Tablet,Electronics,1,30070.5,3,30070.5,2022-04-18 21:00:00,Delhi,NetBanking,4,0,21,2022
1765,Book,Stationery,5,278.09,4,1390.45,2022-04-18 22:00:00,Delhi,NetBanking,4,0,22,2022
1612,Headphones,Electronics,1,3002.03,5,3002.03,2022-04-18 23:00:00,Hyderabad,NetBanking,4,0,23,2022
1862,Shoes,Clothing,1,2824.12,5,2824.12,2022-04-19 00:00:00,Hyderabad,UPI,4,1,0,2022
1598,Headphones,Electronics,1,3261.22,3,3261.22,2022-04-19 01:00:00,Chennai,UPI,4,1,1,2022
1696,Notebook,Stationery,5,197.94,2,989.69,2022-04-19 02:00:00,Chennai,COD,4,1,2,2022
1602,T-Shirt,Clothing,4,549.49,1,2197.96,2022-04-19 03:00:00,Delhi,UPI,4,1,3,2022
1247,Charger,Electronics,1,727.44,5,727.44,2022-04-19 04:00:00,Hyderabad,Card,4,1,4,2022
1213,Monitor,Electronics,3,18510.32,4,55530.97,2022-04-19 05:00:00,Mumbai,NetBanking,4,1,5,2022
1358,Laptop,Electronics,2,79091.37,2,158182.75,2022-04-19 06:00:00,Hyderabad,Card,4,1,6,2022
1248,Laptop,Electronics,4,85989.75,3,343958.99,2022-04-19 07:00:00,Bangalore,Card,4,1,7,2022
1637,Charger,Electronics,4,808.84,5,3235.34,2022-04-19 08:00:00,Bangalore,UPI,4,1,8,2022
1922,Mouse,Electronics,5,1046.47,4,5232.34,2022-04-19 09:00:00,Hyderabad,COD,4,1,9,2022
1949,Book,Stationery,4,295.41,4,1181.66,2022-04-19 10:00:00,Chennai,UPI,4,1,10,2022
